Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Andreas Weinberger,https://www.crunchbase.com/person/andreas-weinberger-794b,Individual/Angel,1,,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Andreas Weinberger,1,,,,,,,https://www.linkedin.com/in/andreas-weinberger-b4b246134/,,,,,,,,,,"199,506"
Chris Helm,https://www.crunchbase.com/person/chris-helm,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Chris Helm,1,,,,,,,https://www.linkedin.com/in/chrishelm/,,,,,,,,,,"199,802"
Ufuk Sarı,https://www.crunchbase.com/person/ufuk-sarı-0b94,Individual/Angel,1,,,,Ufuk Sarı is the Angel Investor.,1,,,,,,,,,,,,,,,,,"200,365"
Armando Romeo,https://www.crunchbase.com/person/armando-romeo,Individual/Angel,1,1,"Flushing, New York, United States","Greater New York Area, East Coast, Northeastern US",Armando Romeo is the Founder and Managing Partner of Romeo Capital. He previously worked at Beyondskills as a President. Armando Romeo atten...,1,,,,,,,https://www.linkedin.com/in/armandoromeo,,,,,,,,,,"200,663"
Christoph Röttele,https://www.crunchbase.com/person/christoph-röttele,Individual/Angel,1,,"Lenggries, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Christoph Röttele is a Executive, Advisor and Investor in Digital and Disruptive Business Models.",1,,,,,,,https://www.linkedin.com/in/croettele/?originalSubdomain=de,,,,,,,,,,"200,667"
René Pfromm,https://www.crunchbase.com/person/rené-pfromm,Individual/Angel,1,,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",René Pfromm,1,,,,,,,https://www.linkedin.com/in/pfromm,,,,,,,,,,"200,730"
Thomas Weikop,https://www.crunchbase.com/person/thomas-weikop,Individual/Angel,1,1,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Thomas Weikop is Founder & CEO  at MYTRND,1,,,,,,,https://www.linkedin.com/in/thomasweikop,,,,,,,,,,"200,834"
Jeffrey Haas,https://www.crunchbase.com/person/jeffrey-haas,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia","Entrepreneur, investor and strategic advisor at the intersection of gaming and fintech. Deep executive-level experience with gaming and gamb...",1,,,,,,,https://www.linkedin.com/in/jeffreyhaas/,,,,,,"Early Stage Venture, Seed",,,,"200,890"
Selim Toker,https://www.crunchbase.com/person/selim-toker,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Selim Toker,1,,,,,,,https://www.linkedin.com/in/selim-toker-763034b/?originalSubdomain=uk,,,,,,,,,,"201,047"
Michael Bernhoerster,https://www.crunchbase.com/person/michael-bernhoerster-f805,Individual/Angel,1,,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Michael Bernhoerster,1,,,,,,,https://www.linkedin.com/in/michael-bernhoerster-58328819/?originalSubdomain=de,,,,,,,,,,"201,308"
Ciprian Man,https://www.crunchbase.com/person/ciprian-man,"Individual/Angel, Investment Partner",1,,"Timisoara, Timis, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ciprian Man is the Co-founder of Growceanu.,1,,,,,,,https://www.linkedin.com/in/ciprianman/,,,,,,,,,,"201,420"
Mikkel Harken Salling,https://www.crunchbase.com/person/mikkel-harken-salling,Individual/Angel,1,,"Risskov, Midtjylland, Denmark","European Union (EU), Nordic Countries, Scandinavia",Mikkel Harken Salling,1,,,,,,,https://www.linkedin.com/in/mikkelsalling,,,,,,,,,,"202,093"
Steffen W. Frølund,https://www.crunchbase.com/person/steffen-w-frlund,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Steffen W. Frølund is CMO at Greenmobility. Attended at Copenhagen Business School.,1,,,,,,,http://www.linkedin.com/in/steffenfrolund,,,,,,"Early Stage Venture, Seed",,,,"202,141"
Laura Esnola,https://www.crunchbase.com/person/laura-esnola,Individual/Angel,1,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Laura Esnola,1,,,,,,,,,,,,,,,,,"202,707"
Max Yekaterynenko,https://www.crunchbase.com/person/max-yekaterynenko-607f,Individual/Angel,1,,"Austin, Texas, United States",Southern US,Max Yekaterynenko,1,,,,,,,https://www.linkedin.com/in/maksek/,,,,,,,,,,"202,708"
José Manuel Pinto,https://www.crunchbase.com/person/josé-manuel-pinto,Individual/Angel,1,,,,José Manuel Pinto,1,,,,,,,,,,,,,,,,,"202,788"
Behiç Pektaş,https://www.crunchbase.com/person/behiç-pektaş,Individual/Angel,1,,"Bagcilar, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Behiç Pektaş,1,,,,,,,,,,,,,,,,,"203,069"
Anton Grabovski,https://www.crunchbase.com/person/anton-grabovski,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Anton Grabovski,1,,,,,,,https://www.linkedin.com/in/anton-grabovski-cfa-911b153,,,,,,,,,,"203,330"
Pettersom Paiva,https://www.crunchbase.com/person/pettersom-paiva,"Individual/Angel, Investment Partner",1,,"São Paulo, Sao Paulo, Brazil",Latin America,Co-founder of Brazilian leading air fares metasearch website Voopter.com. Digital Marketing professional with 13 years of experience. Int...,1,,,,,,,http://www.linkedin.com/in/pettersom,,,,,,,,,,"203,339"
Climate Planet Foundation,https://www.crunchbase.com/organization/climate-planet-foundation,,1,,"Esbjerg, Syddanmark, Denmark","European Union (EU), Nordic Countries, Scandinavia",Climate Planet Foundation is a non-profit organization that focuses on climate change education and biodiversity conservation.,1,,,Active,,,,,,,,,,,,,Private,"203,855"
Myriam Kirschner,https://www.crunchbase.com/person/myriam-kirschner,Individual/Angel,1,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Lawyer, Managing Director of DataProtectPlus, Business Angel",1,,,,,,,https://www.linkedin.com/in/myriam-kirschner-08b509121/,,,,,,,,,,"203,983"
Alessio Delmonti,https://www.crunchbase.com/person/alessio-delmonti,Individual/Angel,1,,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alessio Delmonti CEO and Co-Founder of Dexlab.io. He previously worked at PieDAO as a Founder and Core Developer. Alessio Delmonti attended ...,1,,,,,,http://tecnocrazia.com,https://www.linkedin.com/in/alessiodelmonti,,,,,,,,,,"204,241"
Patrik Bergareche,https://www.crunchbase.com/person/patrik-bergareche-300f,Individual/Angel,1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Patrik Bergareche,1,,,,,,,,,,,,,,,,,"204,788"
Yaman Alpata,https://www.crunchbase.com/person/yaman-alpata,Individual/Angel,1,,"Hangzhou, Zhejiang, China",Asia-Pacific (APAC),Yaman Alpata,1,,,,,,,https://www.linkedin.com/in/yamanalpata/,,,,,,,,,,"205,237"
Jerry Hackelton,https://www.crunchbase.com/person/jerry-hackelton,Individual/Angel,1,,,,Jerry Hackelton,1,,1,,,,,,,,,,,"Convertible Note, Seed",,,,"205,350"
Loic Lecerf,https://www.crunchbase.com/person/loic-lecerf,Individual/Angel,1,,"Grenoble, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Founder of Fairme, previously Fouder and CEO of Smart Me Up, exited to Magneti Marelli in 2018.",1,,,,,,https://www.crunchbase.com/person/loic-fretwell,,,,,,,,,,,"205,416"
Michael Oikonomou,https://www.crunchbase.com/person/michael-oikonomou,Individual/Angel,1,,"Nicosia, Nicosia, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Michael Oikonomou,1,,,,,,,,,,,,,,,,,"206,364"
Harald Axelius,https://www.crunchbase.com/person/harald-axelius,Individual/Angel,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Looking for interesting co-founding and investment opportunities in financial tech. Providing seed-stage funding 10'-25' €. Authorised by FS...,1,,,,,,,https://www.linkedin.com/in/harald-axelius/,,,,,,Seed,,,,"206,732"
Hartmut Carl,https://www.crunchbase.com/person/hartmut-carl,Individual/Angel,1,1,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hartmut Carl is the CEO of Carl Group.,1,,,,,,,https://www.linkedin.com/in/hartmut-carl-097497127/,,,,,,,,,,"206,921"
Lily Shaw,https://www.crunchbase.com/person/lilly-shaw,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Lily Shaw is a Investor at OMERS Ventures. He Attended University of Cambridge during in 2011-2014.,1,,,,,,,https://www.linkedin.com/in/lily-shaw-59096975/,,,,,,,,,,"208,020"
Sam Wisnia,https://www.crunchbase.com/person/sam-wisnia-8aba,Individual/Angel,1,,,,Sam Wisnia,1,,,,,,,https://www.linkedin.com/in/sam-wisnia-5b4550214,,,,,,,,,,"208,138"
Tomas Skaisgirys,https://www.crunchbase.com/person/tomas-skaisgirys,Individual/Angel,1,,"Lithuania, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tomas Skaisgirys,1,,,,,,,https://www.linkedin.com/in/tomas-skaisgirys,,,,,,,,,,"208,277"
Hans Bjørn Waagø,https://www.crunchbase.com/person/hans-bjørn-waagø,Individual/Angel,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Hans Bjørn Waagø,1,,,,,,,https://www.linkedin.com/in/hanswaagoe,,,,,,,,,,"209,632"
Norbert Gailing,https://www.crunchbase.com/person/norbert-gailing,Individual/Angel,1,,"Essen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Norbert Gailing,1,,,,,,https://www.elite-consulting.eu/,https://www.linkedin.com/in/norbert-gailing-9245396b/,,,,,,,,,,"209,679"
Jamin Thompson,https://www.crunchbase.com/person/jamin-thompson,Individual/Angel,1,,"United States, North America",,"Jamin Thompson - Founder, CEO @ Deimos-One",1,,,,,,https://deimosone.com,https://www.linkedin.com/in/jaminthompson/,,,,,,,,,,"209,972"
Caroll H. Neubauer,https://www.crunchbase.com/person/caroll-h-neubauer,Individual/Angel,1,,"Bethlehem, Pennsylvania, United States","Great Lakes, Northeastern US",Caroll H. Neubauer is the Member of The Supervisory Board of Zimmer MedizinSysteme. He attended Georgetown University Law Center.,1,,,,,,,https://www.linkedin.com/in/caroll-h-neubauer,,,,,,,,,,"210,385"
Mads Viktor,https://www.crunchbase.com/person/mads-viktor,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Mads Viktor - UI / UX Designer @ Peakon,1,,,,,,,https://www.linkedin.com/in/madsviktor,,,,,,,,,,"210,550"
Can Tunçer,https://www.crunchbase.com/person/can-tunçer-2435,Individual/Angel,1,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Can Tunçer,1,,,,,,,https://www.linkedin.com/in/cantuncer/,,,,,,,,,,"210,629"
Jürg Conzett,https://www.crunchbase.com/person/jürg-conzett,Individual/Angel,1,,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Jürg Conzett,1,,1,,,,,https://www.linkedin.com/in/jurg-conzett-a58b2679,,,,,,,,,,"212,003"
Jens Gamperl,https://www.crunchbase.com/person/jens-gamperl,Individual/Angel,1,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Jens Gamperl is a Founder and CEO at Sourceability LLC. He attended Wilhelm-Roepke Schule Ettlingen.,1,,,,,,,https://www.linkedin.com/in/jensgamperl,,,,,,,,,,"212,313"
Baron O'Shaughnessy,https://www.crunchbase.com/person/baron-o-shaughnessy,Individual/Angel,1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Baron O'Shaughnessy,1,,,,,,,,,,,,,,,,,"212,878"
Kristof Dockers,https://www.crunchbase.com/person/kristof-dockers,Individual/Angel,1,,,,Kristof Dockers is the Partner at Vybros Capital Partners.,1,,,,,,,,,,,,,,,,,"212,943"
Sean Wotherspoon,https://www.crunchbase.com/person/sean-wotherspoon,Individual/Angel,1,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Sean Wotherspoon is an investor of Prospect 100.,1,,,,,,,,,,,,,,,,,"213,506"
Taavi Rõivas,https://www.crunchbase.com/person/taavi-roivas,Individual/Angel,1,,"Estonia, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)","Taavi Rõivas, the former Prime Minister of Estonia, is a strong supporter of a united Europe, advocate of market liberalism and security pol...",1,,,,,,,https://www.linkedin.com/in/taavi-r%C3%B5ivas-18399b134/,,,,,,,,,,"213,787"
Aleks Andric,https://www.crunchbase.com/person/aleks-andric,Individual/Angel,1,,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Aleks Andric,1,,,,,,,https://www.linkedin.com/in/aleks-andric-729477103,,,,,,,,,,"214,167"
Patrick van Hoof,https://www.crunchbase.com/person/patrick-van-hoof,Individual/Angel,1,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Patrick van Hoof,1,,,,,,,https://www.linkedin.com/in/patvanhoof,,,,,,"Early Stage Venture, Private Equity",,,,"214,210"
Volker Warzecha,https://www.crunchbase.com/person/volker-warzecha,"Individual/Angel, Investment Partner",1,,,,Volker Warzecha is a person from Isar Valley Ventures.,1,,,,,,,,,,,,,,,,,"214,648"
Kara Frederick,https://www.crunchbase.com/person/kara-frederick,"Individual/Angel, Investment Partner",1,,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia","Kara Frederick is a General Partner at Reinventure Group, a venture capital firm backed by Westpac. She has spent more than 15 years at the ...",1,,,,,,,https://www.linkedin.com/in/karafrederick/,,,,,,,,,,"214,864"
Arthur Cohen,https://www.crunchbase.com/person/arthur-cohen-e34c,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Arthur Cohen,1,,,,,,,https://www.linkedin.com/in/arthur-cohen-b0524376/,,,,,,,,,,"214,900"
Nicolas Cazeneuve,https://www.crunchbase.com/person/nicolas-cazeneuve,Individual/Angel,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Nicolas Cazeneuve is the founder and CEO at Easy Movie. Prior to this, Nicolas spent 8 years at  Voxmedia Content Agency as CEO.",1,,,,,,,https://www.linkedin.com/in/nicolascazeneuve/,,,,,,,,,,"215,010"
John Van der Valk,https://www.crunchbase.com/person/john-van-der-valk,Individual/Angel,1,,"Utrecht, Utrecht, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",John Van der Valk,1,,,,,,,https://www.linkedin.com/in/johnvandervalk/,,,,,,,,,,"216,107"
Frederik S. Lysgaard Vind,https://www.crunchbase.com/person/frederik-s-lysgaard-vind,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Frederik S. Lysgaard Vind,1,,,,,,,https://www.linkedin.com/in/frederikvind,,,,,,,,,,"216,605"
Sven Nilsson,https://www.crunchbase.com/person/sven-nilsson,Individual/Angel,1,1,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Sven Nilsson - International Growth Director @ eCapacity,1,,,,,,,https://www.linkedin.com/in/sveneric,,,,,,,,,,"216,714"
Bruno Beernaerts,https://www.crunchbase.com/person/bruno-beernaerts,Individual/Angel,1,,"Luxemburg, Wisconsin, United States","Great Lakes, Midwestern US","Bruno Beernaerts,Managing Director at Capita and Partner at Deloitte.",1,,,,,,,https://www.linkedin.com/in/bruno-beernaerts-97613253/,,,,,,,,,,"216,940"
Dan Werth,https://www.crunchbase.com/person/dan-werth,Individual/Angel,1,,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Dan Werth is the Chief Operating Officer at Ste Michelle Wine Estates. Ste. Michelle Wine Estates is a premium wine company that is proud t...,1,,,,,,,https://www.linkedin.com/in/danwerth/,,,,,,,,,,"217,054"
Jack Cohen,https://www.crunchbase.com/person/jack-cohen-d4f2,Individual/Angel,1,,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Jack Cohen,1,,,,,,,,,,,,,,,,,"218,115"
Alexander Hach,https://www.crunchbase.com/person/alexander-hach,Individual/Angel,1,,,,Alexander Hach,1,,,,,,,,,,,,,,,,,"219,599"
Adrien Montcoudiol,https://www.crunchbase.com/person/adrien-montcoudiol,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Adrien Montcoudiol,1,,,,,,,https://www.linkedin.com/in/adrienmontcoudiol,,,,,,,,,,"220,104"
Benoit Schaus,https://www.crunchbase.com/person/benoit-schaus,Individual/Angel,1,,"Luxembourg, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)","Benoit Schaus, Partner at Deloitte.",1,,,,,,,https://www.linkedin.com/in/benoit-schaus-05602322/,,,,,,,,,,"220,273"
Pedro Aguiar,https://www.crunchbase.com/person/pedro-aguiar-4d9a,Individual/Angel,1,,"Braga, Braga, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pedro Aguiar is an individual investor,1,,,,,,,https://www.linkedin.com/in/pedro-aguiar-455a802a,,,,,,,,,,"220,479"
Privat German Investor,https://www.crunchbase.com/person/privat-german-investor,Individual/Angel,1,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Privat German Investor,1,,,,,,,,,,,,,,,,,"220,739"
Kerstin Mogull,https://www.crunchbase.com/person/kerstin-mogull,Individual/Angel,1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kerstin Mogull is the Managing Director of London’s Tate Museum and Team GB (AG) Triathlete.,1,,,,,,,https://www.linkedin.com/in/kerstin-mogull-295331a/?originalSubdomain=uk,,,,,,,,,,"220,744"
Karim Bouabid,https://www.crunchbase.com/person/karim-bouabid,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Karim Bouabid,1,,,,,,,https://www.linkedin.com/in/karim-bouabid-8463a760/,,,,,,"Early Stage Venture, Seed",,,,"220,882"
Denis Beraud,https://www.crunchbase.com/person/denis-beraud,Individual/Angel,1,,,,Denis Beraud is a co-Founder of iCom by KPMG.,1,,,,,,,https://www.linkedin.com/in/denisberaud/?originalSubdomain=fr,,,,,,,,,,"221,144"
Angus Lovitt,https://www.crunchbase.com/person/angus-lovitt,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Angus Lovitt,1,,,,,,,https://www.linkedin.com/in/anguslovitt,,,,,,,,,,"221,400"
Alex Segers,https://www.crunchbase.com/person/alex-segers,Individual/Angel,1,1,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alex Segers,1,,,,,,,https://www.linkedin.com/in/alex-segers-ba534641,,,,,,,,,,"221,503"
Atul Mehta,https://www.crunchbase.com/person/atul-mehta-9180,Individual/Angel,1,,"Washington DC Metro Area, United States, North America",East Coast,Atul Mehta,1,,,,,,,https://www.linkedin.com/in/atulmehtadc,,,,,,,,,,"221,863"
Engin Gürsöz,https://www.crunchbase.com/person/engin-gürsöz,Individual/Angel,1,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Engin Gürsöz,1,,,,,,,https://www.linkedin.com/in/engingursoz,,,,,,,,,,"222,048"
Erlend Prestgard,https://www.crunchbase.com/person/erlend-prestgard,Individual/Angel,1,,,,Erlend Prestgard,1,,,,,,,,,,,,,,,,,"222,073"
Gediminas Būda,https://www.crunchbase.com/person/gediminas-būda,Individual/Angel,1,,"Lithuania, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Gediminas Būda is an Investment Manager at Prudentis UAB. He has over 16 years of experience in the field of Investment management. Būda is ...,1,,,,,,,https://www.linkedin.com/in/gediminas-buda-270802113/,,,,,,,,,,"222,301"
Jacob Joshua,https://www.crunchbase.com/person/jacob-joshua,Individual/Angel,1,,"Queensland, Australia, Oceania","Asia-Pacific (APAC), Australasia","I'm Jacod , A passionate 15+ Software Engineer with Master Degree in Computer Science, certified Agile practitioner . Having simultaneously...",1,,,,,,https://defifarms.org/,https://www.linkedin.com/in/jacob-joshua-742b21211/,,,,,,"Early Stage Venture, Initial Coin Offering, Seed",,,,"223,125"
Eberhard Schmidt,https://www.crunchbase.com/person/eberhard-schmidt-e647,Individual/Angel,1,,,,Eberhard Schmidt,1,,,,,,,,,,,,,,,,,"223,572"
Alon Lits,https://www.crunchbase.com/person/alon-lits,Individual/Angel,1,,"Johannesburg, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)",Alon Lits,1,,,,,,,https://www.linkedin.com/in/alonlits/,,,,,,,,,,"223,629"
Dhruv Patel,https://www.crunchbase.com/person/dhruv-patel-2,"Individual/Angel, Investment Partner",1,,"Chapel Hill, North Carolina, United States","Research Triangle, East Coast, Southern US",Dhruv Patel,1,,,,,,,http://www.linkedin.com/pub/dhruv-patel/3/ab0/287,,,,,,,,,,"223,841"
Theo Lee,https://www.crunchbase.com/person/theo-lee-1e35,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Passion driven entrepreneur, and full-time student.  Founder of HKSoft, a software development firm specializing in blockchain technologies...",1,,1,,,,https://hksoft.co/,https://linkedin.com/in/tlhk,,,,,,,,,,"223,846"
Beat Nideröst,https://www.crunchbase.com/person/beat-nideröst,Individual/Angel,1,,"Buurmalsen, Gelderland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Beat Nideröst,1,,,,,,,https://www.linkedin.com/in/niderost,,,,,,,,,,"224,052"
Väino Kaldoja,https://www.crunchbase.com/person/väino-kaldoja,Individual/Angel,1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Väino Kaldoja,1,,,,,,,,,,,,,,,,,"224,062"
Guy Holmes,https://www.crunchbase.com/person/guy-holmes-5d2a,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Guy Holmes,1,,,,,,,https://www.linkedin.com/in/guyholmes,,,,,,,,,,"225,420"
Dieter Willems,https://www.crunchbase.com/person/dieter-willems-ff02,Individual/Angel,1,,,,Dieter Willems is the Business Consultant for Digital Automation at Umicore.,1,,,,,,,https://www.linkedin.com/in/willems-dieter/?originalSubdomain=be,,,,,,,,,,"225,532"
Philippos Kourkoulos Latsis,https://www.crunchbase.com/person/philippos-kourkoulos-latsis-4d1d,Individual/Angel,1,,,,Philippos Kourkoulos Latsis is an individual investor,1,,,,,,,,,,,,,,,,,"227,025"
Gabriela Macagni,https://www.crunchbase.com/person/gabriela-macagni,Individual/Angel,1,,"Argentina, South America",Latin America,Gabriela Macagni,1,,,,,,,https://www.linkedin.com/in/gabriela-macagni-9716968,,,,,,,,,,"227,398"
Nicolaj Christensen,https://www.crunchbase.com/person/nicolaj-christensen-cb4d,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Nicolaj Christensen,1,,,,,,,,,,,,,,,,,"227,740"
Charles Sunnen,https://www.crunchbase.com/person/charles-sunnen,Individual/Angel,1,,"Luxembourg, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Charles Sunnen,1,,,,,,,https://www.linkedin.com/in/sunnen-charles-658675147,,,,,,,,,,"228,926"
Ranjit Mene,https://www.crunchbase.com/person/ranjit-mene,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Ranjit Mene is a strategic development - Northern Europe from RINA. He has completed his MBA from INSEAD.,1,,,,,,,https://www.linkedin.com/in/ranjitmene/,,,,,,,,,,"228,956"
Andreas Adler,https://www.crunchbase.com/person/andreas-adler-9e1e,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Andreas Adler Project Manager | Event Consultant | Live Communication | Concepts | Hybrid is THE NEW LIVE,1,,,,,,,https://www.linkedin.com/in/andreas-adler/,,,,,,,,,,"229,222"
James Hutt,https://www.crunchbase.com/person/james-hutt-af01,Individual/Angel,1,,,,James Hutt,1,,,,,,,,,,,,,,,,,"229,425"
Craig Sears-Black,https://www.crunchbase.com/person/craig-sears-black,"Individual/Angel, Investment Partner",1,,"Saint Albans, Hertford, United Kingdom","Europe, Middle East, and Africa (EMEA)","Craig Sears-Black is the Chief Executive Officer, Technology at EV Cargo.",1,,,,,,,https://www.linkedin.com/in/craigsearsblack/,,,,,,,,,,"229,568"
Daglar Cizmeci,https://www.crunchbase.com/person/daglar-cizmeci,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Daglar Cizmeci,1,,,,,,,,,,,,,,,,,"229,841"
Slawomir Szymankiewicz,https://www.crunchbase.com/person/slawomir-szymankiewicz,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Slawek Szymankiewicz,1,,,,,,,,,,,,,,,,,"230,877"
Antoine Welter,https://www.crunchbase.com/person/antoine-welter,Individual/Angel,1,,"Luxembourg, Luxembourg, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Antoine Welter,1,,,,,,,https://www.linkedin.com/in/antoine-welter,,,,,,,,,,"231,057"
Sean Wilkinson,https://www.crunchbase.com/person/sean-wilkinson-128b,Individual/Angel,1,,"Stratford-upon-avon, Warwickshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Sean Wilkinson is the President of the Incentive Marketing Association Europe.,1,,,,,,,https://www.linkedin.com/in/seanwilkinson/,,,,,,,,,,"231,525"
Marta Ra,https://www.crunchbase.com/person/marta-ra,Individual/Angel,1,,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Marta Ra is the founder of Women In Sustainable Finance.,1,,,,,,,https://www.linkedin.com/in/martaoreskovic/,,,,,,,,,,"231,931"
Carlos Zucchi,https://www.crunchbase.com/person/carlos-zucchi,Individual/Angel,1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Carlos joined ARGIS as Partner and CEO in 2020 after being an investor since 2015. He previously led Advent International’s Argentina office...,1,,,,,,https://argis.fund,https://www.linkedin.com/in/carloszucchi/,,,,,,,,,,"232,219"
Marcos del Rio,https://www.crunchbase.com/person/marcos-del-rio,Individual/Angel,1,,,,Marcos del Rio,1,,,,,,,,,,,,,,,,,"232,747"
Dale Vince,https://www.crunchbase.com/person/dale-vince,Individual/Angel,1,,"Gloucester, Gloucestershire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Dale Vince is the founder of and sole shareholder in Ecotricity, Britain's largest green energy company.",1,,,,,,,https://www.linkedin.com/in/dale-vince-8b802812b,,,,,,,,,,"233,405"
Cyrille Foillard,https://www.crunchbase.com/person/cyrille-foillard,Individual/Angel,1,,,,Cyrille Foillard is a director general of Mobilize Financial Services.,1,,,,,,,https://www.linkedin.com/in/cyrillefoillard/?locale=fr_FR,,,,,,,,,,"233,448"
